"alloc_method","adjusted","rerandomized","power.pvalue","power.rerand","power.ci","coverage","bias","segt1k","nsim","time_elapsed","modelno","method_name","trial_size","outcome_type","outcome_marginal_prevalence","prognostic_factor_number","prognostic_factor_type","prognostic_factor_prevalence","bT","bZ","alpha","prognostic_factor_effect_size","treatment_assignment_effect_size","entry_time_effect_size","allocation_ratio"
"CR","1","0"," 0.043114"," 0.000000"," 0.055090"," 0.944910","-0.000687"," 0.000000","5010","19.81","1","CR_REG_ADJ",32,"continuous",777,2,"binary",0.25,0,0,0.05,1.1,1,1,0.5
"SBR","1","0"," 0.047904"," 0.000000"," 0.056088"," 0.943912"," 0.006259"," 0.000000","5010","25.24","1","SBR_REG_ADJ",32,"continuous",777,2,"binary",0.25,0,0,0.05,1.1,1,1,0.5
"CAA-MI-2-PBA-0.70","1","0"," 0.053094"," 0.000000"," 0.062675"," 0.937325"," 0.003225"," 0.000000","5010","73.16","1","CAA-MI-2-PBA-0.70_REG_ADJ",32,"continuous",777,2,"binary",0.25,0,0,0.05,1.1,1,1,0.5
"CR","0","0"," 0.046307"," 0.000000"," 0.054491"," 0.945509","-0.001762"," 0.000000","5010","16.4","1","CR_REG_UN",32,"continuous",777,2,"binary",0.25,0,0,0.05,1.1,1,1,0.5
"SBR","0","0"," 0.046307"," 0.000000"," 0.055090"," 0.944910"," 0.007398"," 0.000000","5010","22.18","1","SBR_REG_UN",32,"continuous",777,2,"binary",0.25,0,0,0.05,1.1,1,1,0.5
"CAA-MI-2-PBA-0.70","0","0"," 0.051497"," 0.000000"," 0.061078"," 0.938922"," 0.002094"," 0.000000","5010","69.59","1","CAA-MI-2-PBA-0.70_REG_UN",32,"continuous",777,2,"binary",0.25,0,0,0.05,1.1,1,1,0.5
"CAA-MI-2-PBA-0.70","1","1"," 0.058283"," 0.066467"," 0.000000"," 1.000000"," 0.003225"," 0.000000","5010","72918.1","1","CAA-MI-2-PBA-0.70_RERAND_ADJ",32,"continuous",777,2,"binary",0.25,0,0,0.05,1.1,1,1,0.5
"CAA-MI-2-PBA-0.70","0","1"," 0.055489"," 0.060279"," 0.000000"," 1.000000"," 0.002094"," 0.000000","5010","70460.61","1","CAA-MI-2-PBA-0.70_RERAND_UN",32,"continuous",777,2,"binary",0.25,0,0,0.05,1.1,1,1,0.5
CR,1,0, 0.043114, 0.000000, 0.055090, 0.944910,-0.000687, 0.000000,5010,19.01,2,CR_REG_ADJ,32,continuous,777,2,binary,0.25,0,0,0.05,3,1,1,0.5
SBR,1,0, 0.047904, 0.000000, 0.056088, 0.943912, 0.006259, 0.000000,5010,24.75,2,SBR_REG_ADJ,32,continuous,777,2,binary,0.25,0,0,0.05,3,1,1,0.5
CAA-MI-2-PBA-0.70,1,0, 0.053094, 0.000000, 0.062675, 0.937325, 0.003225, 0.000000,5010,69.85,2,CAA-MI-2-PBA-0.70_REG_ADJ,32,continuous,777,2,binary,0.25,0,0,0.05,3,1,1,0.5
CR,0,0, 0.047705, 0.000000, 0.056287, 0.943713,-0.002736, 0.000000,5010,16.48,2,CR_REG_UN,32,continuous,777,2,binary,0.25,0,0,0.05,3,1,1,0.5
SBR,0,0, 0.012375, 0.000000, 0.016567, 0.983433, 0.007298, 0.000000,5010,21.8,2,SBR_REG_UN,32,continuous,777,2,binary,0.25,0,0,0.05,3,1,1,0.5
CAA-MI-2-PBA-0.70,0,0, 0.018762, 0.000000, 0.025549, 0.974451, 0.003651, 0.000000,5010,66.89,2,CAA-MI-2-PBA-0.70_REG_UN,32,continuous,777,2,binary,0.25,0,0,0.05,3,1,1,0.5
CAA-MI-2-PBA-0.70,1,1, 0.058283, 0.066467, 0.000000, 1.000000, 0.003225, 0.000000,5010,71988.2,2,CAA-MI-2-PBA-0.70_RERAND_ADJ,32,continuous,777,2,binary,0.25,0,0,0.05,3,1,1,0.5
CAA-MI-2-PBA-0.70,0,1, 0.098603, 0.101397, 0.000000, 1.000000, 0.003651, 0.000000,5010,70604.93,2,CAA-MI-2-PBA-0.70_RERAND_UN,32,continuous,777,2,binary,0.25,0,0,0.05,3,1,1,0.5
CR,1,0, 0.047106, 0.000000, 0.054491, 0.945509,-0.000974, 0.000000,5010,19.24,3,CR_REG_ADJ,32,continuous,777,2,binary,0.5,0,0,0.05,1.1,1,1,0.5
SBR,1,0, 0.052894, 0.000000, 0.061477, 0.938523,-0.002097, 0.000000,5010,24.68,3,SBR_REG_ADJ,32,continuous,777,2,binary,0.5,0,0,0.05,1.1,1,1,0.5
CAA-MI-2-PBA-0.70,1,0, 0.050499, 0.000000, 0.060679, 0.939321, 0.003059, 0.000000,5010,72.44,3,CAA-MI-2-PBA-0.70_REG_ADJ,32,continuous,777,2,binary,0.5,0,0,0.05,1.1,1,1,0.5
CR,0,0, 0.044511, 0.000000, 0.053094, 0.946906,-0.001321, 0.000000,5010,16.38,3,CR_REG_UN,32,continuous,777,2,binary,0.5,0,0,0.05,1.1,1,1,0.5
SBR,0,0, 0.053094, 0.000000, 0.062475, 0.937525,-0.000989, 0.000000,5010,22.05,3,SBR_REG_UN,32,continuous,777,2,binary,0.5,0,0,0.05,1.1,1,1,0.5
CAA-MI-2-PBA-0.70,0,0, 0.051297, 0.000000, 0.060679, 0.939321, 0.002622, 0.000000,5010,69.33,3,CAA-MI-2-PBA-0.70_REG_UN,32,continuous,777,2,binary,0.5,0,0,0.05,1.1,1,1,0.5
CAA-MI-2-PBA-0.70,1,1, 0.052096, 0.057285, 0.000000, 1.000000, 0.003059, 0.000000,5010,71538.81,3,CAA-MI-2-PBA-0.70_RERAND_ADJ,32,continuous,777,2,binary,0.5,0,0,0.05,1.1,1,1,0.5
CAA-MI-2-PBA-0.70,0,1, 0.051697, 0.056687, 0.000000, 1.000000, 0.002622, 0.000000,5010,70554.13,3,CAA-MI-2-PBA-0.70_RERAND_UN,32,continuous,777,2,binary,0.5,0,0,0.05,1.1,1,1,0.5
CR,1,0, 0.047106, 0.000000, 0.054491, 0.945509,-0.000974, 0.000000,5010,18.72,4,CR_REG_ADJ,32,continuous,777,2,binary,0.5,0,0,0.05,3,1,1,0.5
SBR,1,0, 0.052894, 0.000000, 0.061477, 0.938523,-0.002097, 0.000000,5010,25.03,4,SBR_REG_ADJ,32,continuous,777,2,binary,0.5,0,0,0.05,3,1,1,0.5
CAA-MI-2-PBA-0.70,1,0, 0.050499, 0.000000, 0.060679, 0.939321, 0.003059, 0.000000,5010,72.43,4,CAA-MI-2-PBA-0.70_REG_ADJ,32,continuous,777,2,binary,0.5,0,0,0.05,3,1,1,0.5
CR,0,0, 0.046906, 0.000000, 0.056487, 0.943513, 0.006092, 0.000000,5010,16.47,4,CR_REG_UN,32,continuous,777,2,binary,0.5,0,0,0.05,3,1,1,0.5
SBR,0,0, 0.004192, 0.000000, 0.005788, 0.994212, 0.001118, 0.000000,5010,22.02,4,SBR_REG_UN,32,continuous,777,2,binary,0.5,0,0,0.05,3,1,1,0.5
CAA-MI-2-PBA-0.70,0,0, 0.010180, 0.000000, 0.012974, 0.987026, 0.007852, 0.000000,5010,69.49,4,CAA-MI-2-PBA-0.70_REG_UN,32,continuous,777,2,binary,0.5,0,0,0.05,3,1,1,0.5
CAA-MI-2-PBA-0.70,1,1, 0.052096, 0.057285, 0.000000, 1.000000, 0.003059, 0.000000,5010,72774.22,4,CAA-MI-2-PBA-0.70_RERAND_ADJ,32,continuous,777,2,binary,0.5,0,0,0.05,3,1,1,0.5
CAA-MI-2-PBA-0.70,0,1, 0.101796, 0.105389, 0.000000, 1.000000, 0.007852, 0.000000,5010,69880.9,4,CAA-MI-2-PBA-0.70_RERAND_UN,32,continuous,777,2,binary,0.5,0,0,0.05,3,1,1,0.5
CR,1,0, 0.053693, 0.000000, 0.064271, 0.944910,-0.000687, 0.000000,5010,18.91,5,CR_REG_ADJ,32,continuous,777,2,binary,0.25,0,0.1,0.05,1.1,1.1,1,0.5
SBR,1,0, 0.056287, 0.000000, 0.065868, 0.943912, 0.006259, 0.000000,5010,24.66,5,SBR_REG_ADJ,32,continuous,777,2,binary,0.25,0,0.1,0.05,1.1,1.1,1,0.5
CAA-MI-2-PBA-0.70,1,0, 0.062874, 0.000000, 0.072056, 0.937325, 0.003225, 0.000000,5010,71.86,5,CAA-MI-2-PBA-0.70_REG_ADJ,32,continuous,777,2,binary,0.25,0,0.1,0.05,1.1,1.1,1,0.5
CR,0,0, 0.054291, 0.000000, 0.063473, 0.945509,-0.001762, 0.000000,5010,16.53,5,CR_REG_UN,32,continuous,777,2,binary,0.25,0,0.1,0.05,1.1,1.1,1,0.5
SBR,0,0, 0.056088, 0.000000, 0.063872, 0.944910, 0.007398, 0.000000,5010,21.86,5,SBR_REG_UN,32,continuous,777,2,binary,0.25,0,0.1,0.05,1.1,1.1,1,0.5
CAA-MI-2-PBA-0.70,0,0, 0.060878, 0.000000, 0.072056, 0.938922, 0.002094, 0.000000,5010,68.8,5,CAA-MI-2-PBA-0.70_REG_UN,32,continuous,777,2,binary,0.25,0,0.1,0.05,1.1,1.1,1,0.5
CAA-MI-2-PBA-0.70,1,1, 0.064271, 0.071058, 0.000000, 1.000000, 0.003225, 0.000000,5010,72051.03,5,CAA-MI-2-PBA-0.70_RERAND_ADJ,32,continuous,777,2,binary,0.25,0,0.1,0.05,1.1,1.1,1,0.5
CAA-MI-2-PBA-0.70,0,1, 0.064072, 0.066467, 0.000000, 1.000000, 0.002094, 0.000000,5010,70144.13,5,CAA-MI-2-PBA-0.70_RERAND_UN,32,continuous,777,2,binary,0.25,0,0.1,0.05,1.1,1.1,1,0.5
CR,1,0, 0.053693, 0.000000, 0.064271, 0.944910,-0.000687, 0.000000,5010,19.11,6,CR_REG_ADJ,32,continuous,777,2,binary,0.25,0,0.1,0.05,3,1.1,1,0.5
SBR,1,0, 0.056287, 0.000000, 0.065868, 0.943912, 0.006259, 0.000000,5010,24.86,6,SBR_REG_ADJ,32,continuous,777,2,binary,0.25,0,0.1,0.05,3,1.1,1,0.5
CAA-MI-2-PBA-0.70,1,0, 0.062874, 0.000000, 0.072056, 0.937325, 0.003225, 0.000000,5010,71.82,6,CAA-MI-2-PBA-0.70_REG_ADJ,32,continuous,777,2,binary,0.25,0,0.1,0.05,3,1.1,1,0.5
CR,0,0, 0.052295, 0.000000, 0.059281, 0.943713,-0.002736, 0.000000,5010,16.18,6,CR_REG_UN,32,continuous,777,2,binary,0.25,0,0.1,0.05,3,1.1,1,0.5
SBR,0,0, 0.015369, 0.000000, 0.019162, 0.983433, 0.007298, 0.000000,5010,21.91,6,SBR_REG_UN,32,continuous,777,2,binary,0.25,0,0.1,0.05,3,1.1,1,0.5
CAA-MI-2-PBA-0.70,0,0, 0.022954, 0.000000, 0.027345, 0.974451, 0.003651, 0.000000,5010,68.96,6,CAA-MI-2-PBA-0.70_REG_UN,32,continuous,777,2,binary,0.25,0,0.1,0.05,3,1.1,1,0.5
CAA-MI-2-PBA-0.70,1,1, 0.064271, 0.071058, 0.000000, 1.000000, 0.003225, 0.000000,5010,72029.85,6,CAA-MI-2-PBA-0.70_RERAND_ADJ,32,continuous,777,2,binary,0.25,0,0.1,0.05,3,1.1,1,0.5
CAA-MI-2-PBA-0.70,0,1, 0.101996, 0.108583, 0.000000, 1.000000, 0.003651, 0.000000,5010,70519.17,6,CAA-MI-2-PBA-0.70_RERAND_UN,32,continuous,777,2,binary,0.25,0,0.1,0.05,3,1.1,1,0.5
CR,1,0, 0.054092, 0.000000, 0.065669, 0.945509,-0.000974, 0.000000,5010,18.97,7,CR_REG_ADJ,32,continuous,777,2,binary,0.5,0,0.1,0.05,1.1,1.1,1,0.5
SBR,1,0, 0.062076, 0.000000, 0.074052, 0.938523,-0.002097, 0.000000,5010,24.79,7,SBR_REG_ADJ,32,continuous,777,2,binary,0.5,0,0.1,0.05,1.1,1.1,1,0.5
CAA-MI-2-PBA-0.70,1,0, 0.059481, 0.000000, 0.070858, 0.939321, 0.003059, 0.000000,5010,72,7,CAA-MI-2-PBA-0.70_REG_ADJ,32,continuous,777,2,binary,0.5,0,0.1,0.05,1.1,1.1,1,0.5
CR,0,0, 0.052894, 0.000000, 0.061876, 0.946906,-0.001321, 0.000000,5010,16.09,7,CR_REG_UN,32,continuous,777,2,binary,0.5,0,0.1,0.05,1.1,1.1,1,0.5
SBR,0,0, 0.063074, 0.000000, 0.073852, 0.937525,-0.000989, 0.000000,5010,22.49,7,SBR_REG_UN,32,continuous,777,2,binary,0.5,0,0.1,0.05,1.1,1.1,1,0.5
CAA-MI-2-PBA-0.70,0,0, 0.060080, 0.000000, 0.069062, 0.939321, 0.002622, 0.000000,5010,69.22,7,CAA-MI-2-PBA-0.70_REG_UN,32,continuous,777,2,binary,0.5,0,0.1,0.05,1.1,1.1,1,0.5
CAA-MI-2-PBA-0.70,1,1, 0.058483, 0.066667, 0.000000, 1.000000, 0.003059, 0.000000,5010,72002.76,7,CAA-MI-2-PBA-0.70_RERAND_ADJ,32,continuous,777,2,binary,0.5,0,0.1,0.05,1.1,1.1,1,0.5
CAA-MI-2-PBA-0.70,0,1, 0.060080, 0.067265, 0.000000, 1.000000, 0.002622, 0.000000,5010,70390.88,7,CAA-MI-2-PBA-0.70_RERAND_UN,32,continuous,777,2,binary,0.5,0,0.1,0.05,1.1,1.1,1,0.5
CR,1,0, 0.054092, 0.000000, 0.065669, 0.945509,-0.000974, 0.000000,5010,18.58,8,CR_REG_ADJ,32,continuous,777,2,binary,0.5,0,0.1,0.05,3,1.1,1,0.5
SBR,1,0, 0.062076, 0.000000, 0.074052, 0.938523,-0.002097, 0.000000,5010,24.5,8,SBR_REG_ADJ,32,continuous,777,2,binary,0.5,0,0.1,0.05,3,1.1,1,0.5
CAA-MI-2-PBA-0.70,1,0, 0.059481, 0.000000, 0.070858, 0.939321, 0.003059, 0.000000,5010,72.78,8,CAA-MI-2-PBA-0.70_REG_ADJ,32,continuous,777,2,binary,0.5,0,0.1,0.05,3,1.1,1,0.5
CR,0,0, 0.048503, 0.000000, 0.059880, 0.943513, 0.006092, 0.000000,5010,15.98,8,CR_REG_UN,32,continuous,777,2,binary,0.5,0,0.1,0.05,3,1.1,1,0.5
SBR,0,0, 0.004591, 0.000000, 0.007585, 0.994212, 0.001118, 0.000000,5010,21.94,8,SBR_REG_UN,32,continuous,777,2,binary,0.5,0,0.1,0.05,3,1.1,1,0.5
CAA-MI-2-PBA-0.70,0,0, 0.011377, 0.000000, 0.013972, 0.987026, 0.007852, 0.000000,5010,70.51,8,CAA-MI-2-PBA-0.70_REG_UN,32,continuous,777,2,binary,0.5,0,0.1,0.05,3,1.1,1,0.5
CAA-MI-2-PBA-0.70,1,1, 0.058483, 0.066667, 0.000000, 1.000000, 0.003059, 0.000000,5010,71474.98,8,CAA-MI-2-PBA-0.70_RERAND_ADJ,32,continuous,777,2,binary,0.5,0,0.1,0.05,3,1.1,1,0.5
CAA-MI-2-PBA-0.70,0,1, 0.108583, 0.118363, 0.000000, 1.000000, 0.007852, 0.000000,5010,71919.85,8,CAA-MI-2-PBA-0.70_RERAND_UN,32,continuous,777,2,binary,0.5,0,0.1,0.05,3,1.1,1,0.5
CR,1,0, 0.998802, 0.000000, 0.999401, 0.944910,-0.000687, 0.000000,5010,18.89,9,CR_REG_ADJ,32,continuous,777,2,binary,0.25,0,2,0.05,1.1,3,1,0.5
SBR,1,0, 0.999800, 0.000000, 0.999800, 0.943912, 0.006259, 0.000000,5010,24.46,9,SBR_REG_ADJ,32,continuous,777,2,binary,0.25,0,2,0.05,1.1,3,1,0.5
