"alloc_method","adjusted","rerandomized","power.pvalue","power.rerand","power.ci","coverage","bias","segt1k","nsim","time_elapsed","modelno","method_name","trial_size","outcome_type","outcome_marginal_prevalence","prognostic_factor_number","prognostic_factor_type","prognostic_factor_prevalence","bT","bZ","alpha","prognostic_factor_effect_size","treatment_assignment_effect_size","entry_time_effect_size","allocation_ratio"
CAA-MI-2-PBA-0.70,0,0, 0.051098, 0.000000, 0.058084, 0.939521, 0.002456, 0.000000,5010,167.9,4,CAA-MI-2-PBA-0.70_REG_UN,32,continuous,777,2,continuous,777,0,0.1,0.05,3,1.1,1,0.5
CAA-MI-2-PBA-0.70,1,1, 0.057086, 0.058084, 0.000000, 1.000000,-0.009033, 0.000000,5010,153529.05,4,CAA-MI-2-PBA-0.70_RERAND_ADJ,32,continuous,777,2,continuous,777,0,0.1,0.05,3,1.1,1,0.5
CR,1,0, 0.999002, 0.000000, 0.999202, 0.938323,-0.009033, 0.000000,5010,18.86,5,CR_REG_ADJ,32,continuous,777,2,continuous,777,0,2,0.05,1.1,3,1,0.5
SBR,1,0, 0.998802, 0.000000, 0.999202, 0.938723,-0.002564, 0.000000,5010,25.25,5,SBR_REG_ADJ,32,continuous,777,2,continuous,777,0,2,0.05,1.1,3,1,0.5
CAA-MI-2-PBA-0.70,1,0, 0.999002, 0.000000, 0.999202, 0.938323,-0.009033, 0.000000,5010,171.08,5,CAA-MI-2-PBA-0.70_REG_ADJ,32,continuous,777,2,continuous,777,0,2,0.05,1.1,3,1,0.5
CR,0,0, 0.999401, 0.000000, 0.999401, 0.941118,-0.006224, 0.000000,5010,15.78,5,CR_REG_UN,32,continuous,777,2,continuous,777,0,2,0.05,1.1,3,1,0.5
SBR,0,0, 0.999401, 0.000000, 0.999601, 0.936527,-0.004241, 0.000000,5010,22.37,5,SBR_REG_UN,32,continuous,777,2,continuous,777,0,2,0.05,1.1,3,1,0.5
CAA-MI-2-PBA-0.70,0,0, 0.999401, 0.000000, 0.999401, 0.941118,-0.006224, 0.000000,5010,168.13,5,CAA-MI-2-PBA-0.70_REG_UN,32,continuous,777,2,continuous,777,0,2,0.05,1.1,3,1,0.5
CAA-MI-2-PBA-0.70,1,1, 0.999002, 0.999002, 0.000000, 0.000000,-0.009033, 0.000000,5010,148744.49,5,CAA-MI-2-PBA-0.70_RERAND_ADJ,32,continuous,777,2,continuous,777,0,2,0.05,1.1,3,1,0.5
CR,1,0, 0.999002, 0.000000, 0.999202, 0.938323,-0.009033, 0.000000,5010,18.66,6,CR_REG_ADJ,32,continuous,777,2,continuous,777,0,2,0.05,3,3,1,0.5
SBR,1,0, 0.998802, 0.000000, 0.999202, 0.938723,-0.002564, 0.000000,5010,25.35,6,SBR_REG_ADJ,32,continuous,777,2,continuous,777,0,2,0.05,3,3,1,0.5
CAA-MI-2-PBA-0.70,1,0, 0.999002, 0.000000, 0.999202, 0.938323,-0.009033, 0.000000,5010,171.2,6,CAA-MI-2-PBA-0.70_REG_ADJ,32,continuous,777,2,continuous,777,0,2,0.05,3,3,1,0.5
CR,0,0, 0.435130, 0.000000, 0.467864, 0.939521, 0.002456, 0.000000,5010,15.86,6,CR_REG_UN,32,continuous,777,2,continuous,777,0,2,0.05,3,3,1,0.5
SBR,0,0, 0.418962, 0.000000, 0.460479, 0.990619,-0.000921, 0.000000,5010,22.91,6,SBR_REG_UN,32,continuous,777,2,continuous,777,0,2,0.05,3,3,1,0.5
CAA-MI-2-PBA-0.70,0,0, 0.435130, 0.000000, 0.467864, 0.939521, 0.002456, 0.000000,5010,168.93,6,CAA-MI-2-PBA-0.70_REG_UN,32,continuous,777,2,continuous,777,0,2,0.05,3,3,1,0.5
CAA-MI-2-PBA-0.70,1,1, 0.999002, 0.999002, 0.000000, 0.000000,-0.009033, 0.000000,5010,152484.91,6,CAA-MI-2-PBA-0.70_RERAND_ADJ,32,continuous,777,2,continuous,777,0,2,0.05,3,3,1,0.5
CR,1,0, 0.052295, 0.000000, 0.054291, 0.945709,-0.000456, 0.000000,5010,19.08,7,CR_REG_ADJ,96,continuous,777,2,continuous,777,0,0,0.05,1.1,1,1,0.5
SBR,1,0, 0.048503, 0.000000, 0.051098, 0.948902,-0.000516, 0.000000,5010,30.28,7,SBR_REG_ADJ,96,continuous,777,2,continuous,777,0,0,0.05,1.1,1,1,0.5
CAA-MI-2-PBA-0.70,1,0, 0.052295, 0.000000, 0.054291, 0.945709,-0.000456, 0.000000,5010,1565.07,7,CAA-MI-2-PBA-0.70_REG_ADJ,96,continuous,777,2,continuous,777,0,0,0.05,1.1,1,1,0.5
CR,0,0, 0.051297, 0.000000, 0.053493, 0.946507,-0.001369, 0.000000,5010,16.34,7,CR_REG_UN,96,continuous,777,2,continuous,777,0,0,0.05,1.1,1,1,0.5
SBR,0,0, 0.049102, 0.000000, 0.051896, 0.948104,-0.000102, 0.000000,5010,27.42,7,SBR_REG_UN,96,continuous,777,2,continuous,777,0,0,0.05,1.1,1,1,0.5
CAA-MI-2-PBA-0.70,0,0, 0.051297, 0.000000, 0.053493, 0.946507,-0.001369, 0.000000,5010,1561.65,7,CAA-MI-2-PBA-0.70_REG_UN,96,continuous,777,2,continuous,777,0,0,0.05,1.1,1,1,0.5
CAA-MI-2-PBA-0.70,1,1, 0.050699, 0.054291, 0.000000, 1.000000,-0.000456, 0.000000,5010,1130636.18,7,CAA-MI-2-PBA-0.70_RERAND_ADJ,96,continuous,777,2,continuous,777,0,0,0.05,1.1,1,1,0.5
CR,1,0, 0.052295, 0.000000, 0.054291, 0.945709,-0.000456, 0.000000,5010,19.25,8,CR_REG_ADJ,96,continuous,777,2,continuous,777,0,0,0.05,3,1,1,0.5
SBR,1,0, 0.048503, 0.000000, 0.051098, 0.948902,-0.000516, 0.000000,5010,30.4,8,SBR_REG_ADJ,96,continuous,777,2,continuous,777,0,0,0.05,3,1,1,0.5
CAA-MI-2-PBA-0.70,1,0, 0.052295, 0.000000, 0.054291, 0.945709,-0.000456, 0.000000,5010,1571.32,8,CAA-MI-2-PBA-0.70_REG_ADJ,96,continuous,777,2,continuous,777,0,0,0.05,3,1,1,0.5
CR,0,0, 0.049301, 0.000000, 0.050898, 0.949102,-0.018414, 0.000000,5010,16.06,8,CR_REG_UN,96,continuous,777,2,continuous,777,0,0,0.05,3,1,1,0.5
SBR,0,0, 0.005190, 0.000000, 0.005589, 0.994411, 0.000870, 0.000000,5010,26.9,8,SBR_REG_UN,96,continuous,777,2,continuous,777,0,0,0.05,3,1,1,0.5
CAA-MI-2-PBA-0.70,0,0, 0.049301, 0.000000, 0.050898, 0.949102,-0.018414, 0.000000,5010,1568.44,8,CAA-MI-2-PBA-0.70_REG_UN,96,continuous,777,2,continuous,777,0,0,0.05,3,1,1,0.5
CAA-MI-2-PBA-0.70,1,1, 0.050699, 0.054291, 0.000000, 1.000000,-0.000456, 0.000000,5010,1118426.55,8,CAA-MI-2-PBA-0.70_RERAND_ADJ,96,continuous,777,2,continuous,777,0,0,0.05,3,1,1,0.5
CR,1,0, 0.079441, 0.000000, 0.083234, 0.945709,-0.000456, 0.000000,5010,19.31,9,CR_REG_ADJ,96,continuous,777,2,continuous,777,0,0.1,0.05,1.1,1.1,1,0.5
SBR,1,0, 0.074451, 0.000000, 0.078244, 0.948902,-0.000516, 0.000000,5010,30.33,9,SBR_REG_ADJ,96,continuous,777,2,continuous,777,0,0.1,0.05,1.1,1.1,1,0.5
CAA-MI-2-PBA-0.70,1,0, 0.079441, 0.000000, 0.083234, 0.945709,-0.000456, 0.000000,5010,1575.44,9,CAA-MI-2-PBA-0.70_REG_ADJ,96,continuous,777,2,continuous,777,0,0.1,0.05,1.1,1.1,1,0.5
CR,0,0, 0.079242, 0.000000, 0.083832, 0.946507,-0.001369, 0.000000,5010,15.96,9,CR_REG_UN,96,continuous,777,2,continuous,777,0,0.1,0.05,1.1,1.1,1,0.5
SBR,0,0, 0.074451, 0.000000, 0.078842, 0.948104,-0.000102, 0.000000,5010,27.4,9,SBR_REG_UN,96,continuous,777,2,continuous,777,0,0.1,0.05,1.1,1.1,1,0.5
CAA-MI-2-PBA-0.70,0,0, 0.079242, 0.000000, 0.083832, 0.946507,-0.001369, 0.000000,5010,1572.39,9,CAA-MI-2-PBA-0.70_REG_UN,96,continuous,777,2,continuous,777,0,0.1,0.05,1.1,1.1,1,0.5
CAA-MI-2-PBA-0.70,1,1, 0.076248, 0.084232, 0.000000, 1.000000,-0.000456, 0.000000,5010,1129915.91,9,CAA-MI-2-PBA-0.70_RERAND_ADJ,96,continuous,777,2,continuous,777,0,0.1,0.05,1.1,1.1,1,0.5
CR,1,0, 0.079441, 0.000000, 0.083234, 0.945709,-0.000456, 0.000000,5010,19.32,10,CR_REG_ADJ,96,continuous,777,2,continuous,777,0,0.1,0.05,3,1.1,1,0.5
SBR,1,0, 0.074451, 0.000000, 0.078244, 0.948902,-0.000516, 0.000000,5010,30.36,10,SBR_REG_ADJ,96,continuous,777,2,continuous,777,0,0.1,0.05,3,1.1,1,0.5
CAA-MI-2-PBA-0.70,1,0, 0.079441, 0.000000, 0.083234, 0.945709,-0.000456, 0.000000,5010,1570.17,10,CAA-MI-2-PBA-0.70_REG_ADJ,96,continuous,777,2,continuous,777,0,0.1,0.05,3,1.1,1,0.5
CR,0,0, 0.051697, 0.000000, 0.055689, 0.949102,-0.018414, 0.000000,5010,16.32,10,CR_REG_UN,96,continuous,777,2,continuous,777,0,0.1,0.05,3,1.1,1,0.5
SBR,0,0, 0.006387, 0.000000, 0.007585, 0.994411, 0.000870, 0.000000,5010,27.47,10,SBR_REG_UN,96,continuous,777,2,continuous,777,0,0.1,0.05,3,1.1,1,0.5
CAA-MI-2-PBA-0.70,0,0, 0.051697, 0.000000, 0.055689, 0.949102,-0.018414, 0.000000,5010,1567.51,10,CAA-MI-2-PBA-0.70_REG_UN,96,continuous,777,2,continuous,777,0,0.1,0.05,3,1.1,1,0.5
CAA-MI-2-PBA-0.70,1,1, 0.076248, 0.084232, 0.000000, 1.000000,-0.000456, 0.000000,5010,1125534.75,10,CAA-MI-2-PBA-0.70_RERAND_ADJ,96,continuous,777,2,continuous,777,0,0.1,0.05,3,1.1,1,0.5
CR,1,0, 1.000000, 0.000000, 1.000000, 0.945709,-0.000456, 0.000000,5010,19.51,11,CR_REG_ADJ,96,continuous,777,2,continuous,777,0,2,0.05,1.1,3,1,0.5
SBR,1,0, 1.000000, 0.000000, 1.000000, 0.948902,-0.000516, 0.000000,5010,30.12,11,SBR_REG_ADJ,96,continuous,777,2,continuous,777,0,2,0.05,1.1,3,1,0.5
CAA-MI-2-PBA-0.70,1,0, 1.000000, 0.000000, 1.000000, 0.945709,-0.000456, 0.000000,5010,1575.6,11,CAA-MI-2-PBA-0.70_REG_ADJ,96,continuous,777,2,continuous,777,0,2,0.05,1.1,3,1,0.5
CR,0,0, 1.000000, 0.000000, 1.000000, 0.946507,-0.001369, 0.000000,5010,16.47,11,CR_REG_UN,96,continuous,777,2,continuous,777,0,2,0.05,1.1,3,1,0.5
SBR,0,0, 1.000000, 0.000000, 1.000000, 0.948104,-0.000102, 0.000000,5010,27.57,11,SBR_REG_UN,96,continuous,777,2,continuous,777,0,2,0.05,1.1,3,1,0.5
CAA-MI-2-PBA-0.70,0,0, 1.000000, 0.000000, 1.000000, 0.946507,-0.001369, 0.000000,5010,1572.89,11,CAA-MI-2-PBA-0.70_REG_UN,96,continuous,777,2,continuous,777,0,2,0.05,1.1,3,1,0.5
CAA-MI-2-PBA-0.70,1,1, 1.000000, 1.000000, 0.000000, 0.000000,-0.000456, 0.000000,5010,1121929.48,11,CAA-MI-2-PBA-0.70_RERAND_ADJ,96,continuous,777,2,continuous,777,0,2,0.05,1.1,3,1,0.5
CR,1,0, 1.000000, 0.000000, 1.000000, 0.945709,-0.000456, 0.000000,5010,18.8,12,CR_REG_ADJ,96,continuous,777,2,continuous,777,0,2,0.05,3,3,1,0.5
SBR,1,0, 1.000000, 0.000000, 1.000000, 0.948902,-0.000516, 0.000000,5010,30.56,12,SBR_REG_ADJ,96,continuous,777,2,continuous,777,0,2,0.05,3,3,1,0.5
CAA-MI-2-PBA-0.70,1,0, 1.000000, 0.000000, 1.000000, 0.945709,-0.000456, 0.000000,5010,1572.33,12,CAA-MI-2-PBA-0.70_REG_ADJ,96,continuous,777,2,continuous,777,0,2,0.05,3,3,1,0.5
CR,0,0, 0.895210, 0.000000, 0.901996, 0.949102,-0.018414, 0.000000,5010,16.31,12,CR_REG_UN,96,continuous,777,2,continuous,777,0,2,0.05,3,3,1,0.5
SBR,0,0, 0.961477, 0.000000, 0.964870, 0.994411, 0.000870, 0.000000,5010,27.72,12,SBR_REG_UN,96,continuous,777,2,continuous,777,0,2,0.05,3,3,1,0.5
CAA-MI-2-PBA-0.70,0,0, 0.895210, 0.000000, 0.901996, 0.949102,-0.018414, 0.000000,5010,1569.85,12,CAA-MI-2-PBA-0.70_REG_UN,96,continuous,777,2,continuous,777,0,2,0.05,3,3,1,0.5
CAA-MI-2-PBA-0.70,1,1, 1.000000, 1.000000, 0.000000, 0.000000,-0.000456, 0.000000,5010,1120364.33,12,CAA-MI-2-PBA-0.70_RERAND_ADJ,96,continuous,777,2,continuous,777,0,2,0.05,3,3,1,0.5
